mol_id,E_HF,E_LNOMP2,E_LNOCCSD,E_LNOCCSDT,corr_MP2,corr_CCSD,corr_CCSDT,delta_MP2_to_CCSDT,mu,alpha,homo,lumo,gap,r2,mol_weight,atomic_numbers
738,-279.841266327302,-280.740975586131,-280.767584186244,-280.804375616891,-0.8997092588290343,-0.9263178589420136,-0.9631092895889992,-0.0634000307599649,0.5006,47.14,-0.2584,0.0012,0.2596,481.1012,83.09350000000002,"[6, 6, 7, 7, 7, 6, 1, 1, 1, 1, 1]"
739,-295.825469309006,-296.755163137956,-296.77443806204,-296.813471306327,-0.9296938289500076,-0.9489687530340234,-0.988001997321021,-0.0583081683710133,2.0655,43.44,-0.2882,-0.0242,0.264,456.0168,84.08160000000002,"[6, 6, 7, 7, 7, 7, 1, 1, 1, 1]"
740,-283.65175764312,-284.531505004641,-284.566118158426,-284.601491279868,-0.8797473615210265,-0.9143605153059866,-0.9497336367480216,-0.069986275226995,2.8649,47.54,-0.2618,-0.0052,0.2566,487.3888,83.08950000000003,"[6, 6, 7, 8, 6, 6, 1, 1, 1, 1, 1]"
741,-299.668721279567,-300.570278280288,-300.599663566813,-300.635986279189,-0.9015570007209704,-0.930942287245955,-0.9672649996219888,-0.0657079989010185,1.0701,43.3,-0.2916,-0.0228,0.2687,460.9254,84.07760000000003,"[6, 6, 7, 8, 6, 7, 1, 1, 1, 1]"
742,-299.610606437193,-300.529236337089,-300.554458416599,-300.592917045876,-0.9186298998960184,-0.9438519794060198,-0.982310608683008,-0.0636807087869897,3.7027,43.87,-0.3017,-0.0417,0.26,471.0874,84.07760000000002,"[6, 6, 7, 8, 7, 6, 1, 1, 1, 1]"
743,-315.596577840093,-316.548437084259,-316.56522538775,-316.606454803378,-0.9518592441659736,-0.9686475476569854,-1.0098769632850235,-0.05801771911905,2.7404,40.37,-0.3198,-0.0698,0.25,446.7216,85.06570000000002,"[6, 6, 7, 8, 7, 7, 1, 1, 1]"
744,-263.848451773482,-264.715702389175,-264.751168853098,-264.786212180521,-0.867250615693024,-0.9027170796160248,-0.9377604070389792,-0.0705097913459553,2.2871,51.67,-0.2378,0.0247,0.2625,484.7442,82.10540000000003,"[6, 7, 6, 6, 6, 7, 1, 1, 1, 1, 1, 1]"
745,-279.824934822323,-280.725136007507,-280.751914069565,-280.789387547887,-0.9002011851840166,-0.9269792472420022,-0.9644527255640014,-0.0642515403799848,4.458,47.81,-0.2576,0.0014,0.2591,465.914,83.09350000000003,"[6, 7, 6, 6, 7, 7, 1, 1, 1, 1, 1]"
746,-279.861107553637,-280.750873361073,-280.781076878341,-280.817092508575,-0.8897658074359924,-0.9199693247040271,-0.9559849549380032,-0.0662191475020108,3.1995,47.14,-0.2624,0.0091,0.2716,463.9201,83.09350000000003,"[6, 7, 6, 7, 6, 7, 1, 1, 1, 1, 1]"
747,-279.846119066809,-280.735641155435,-280.76704939717,-280.803057986786,-0.8895220886259949,-0.9209303303609886,-0.9569389199769488,-0.067416831350954,5.9568,46.86,-0.2491,0.0168,0.2659,471.1624,83.09350000000002,"[6, 7, 6, 7, 7, 6, 1, 1, 1, 1, 1]"
748,-295.811613670871,-296.738374713114,-296.759819983544,-296.798977643056,-0.9267610422430153,-0.948206312672994,-0.987363972184994,-0.0606029299419788,5.7041,43.54,-0.2827,-0.0149,0.2678,448.3989,84.08160000000002,"[6, 7, 6, 7, 7, 7, 1, 1, 1, 1]"
749,-279.835056521617,-280.735016340502,-280.760872899046,-280.797998600043,-0.8999598188850086,-0.9258163774289868,-0.9629420784260104,-0.0629822595410019,0.4905,47.91,-0.2587,-0.0011,0.2577,460.0451,83.09350000000003,"[6, 7, 7, 6, 6, 7, 1, 1, 1, 1, 1]"
750,-295.818196350858,-296.748277251881,-296.766832355732,-296.806141943891,-0.9300809010230182,-0.948636004874004,-0.9879455930330324,-0.057864692010014,2.7916,43.9,-0.2907,-0.0245,0.2662,441.7219,84.08160000000004,"[6, 7, 7, 6, 7, 7, 1, 1, 1, 1]"
751,-311.776406830859,-312.740809771053,-312.751625544228,-312.793814921837,-0.9644029401940202,-0.9752187133689744,-1.0174080909779946,-0.0530051507839743,4.7538,40.22,-0.3198,-0.0474,0.2723,426.1476,85.06970000000003,"[6, 7, 7, 7, 7, 7, 1, 1, 1]"
752,-315.651643317731,-316.571182222063,-316.596671744986,-316.632162975789,-0.9195389043320006,-0.9450284272550108,-0.9805196580580288,-0.060980753726028,3.3378,41.36,-0.2313,-0.0026,0.2287,427.0036,85.06570000000002,"[7, 6, 7, 6, 7, 8, 1, 1, 1]"
753,-311.801342599395,-312.744150986378,-312.763759845777,-312.801755455303,-0.9428083869829608,-0.9624172463819604,-1.000412855907996,-0.0576044689250352,1.4387,41.35,-0.2243,-0.0198,0.2045,426.0399,85.06970000000003,"[7, 6, 7, 7, 7, 7, 1, 1, 1]"
754,-335.469374075411,-336.402484205745,-336.424364050503,-336.459528588523,-0.9331101303340006,-0.954989975092019,-0.9901545131120316,-0.0570443827780309,1.7372,37.52,-0.2634,-0.0221,0.2413,408.4841,86.04980000000002,"[7, 6, 8, 6, 7, 8, 1, 1]"
755,-351.403310176594,-352.378493615325,-352.392596947645,-352.431528207863,-0.975183438730994,-0.9892867710510131,-1.0282180312689777,-0.0530345925379833,1.3883,34.59,-0.2947,-0.0759,0.2189,394.0664,87.03790000000001,"[7, 6, 8, 7, 7, 8, 1]"
756,-279.850610866365,-280.737845381371,-280.768143665297,-280.802737132491,-0.8872345150060141,-0.9175327989319726,-0.9521262661260153,-0.0648917511200011,3.385,47.71,-0.206,0.038,0.244,473.2325,83.09350000000003,"[7, 6, 6, 6, 7, 7, 1, 1, 1, 1, 1]"
757,-299.652314370306,-300.551350312811,-300.579984131236,-300.615228288318,-0.8990359425050087,-0.92766976093003,-0.9629139180120204,-0.0638779755070118,3.8286,44.81,-0.218,0.0127,0.2307,454.2223,84.07760000000002,"[7, 6, 6, 6, 7, 8, 1, 1, 1, 1]"
758,-295.824682665284,-296.745897732409,-296.767250641097,-296.804313732961,-0.92121506712499,-0.942567975813006,-0.979631067677019,-0.0584160005520288,5.383,44.26,-0.2234,0.0126,0.236,454.6522,84.08160000000002,"[7, 6, 6, 7, 7, 7, 1, 1, 1, 1]"
759,-315.628171341815,-316.565494694082,-316.584453053764,-316.62371788901,-0.9373233522670148,-0.956281711948975,-0.9955465471949764,-0.0582231949279616,5.0217,41.95,-0.2338,-0.0171,0.2167,438.4749,85.0657,"[7, 6, 6, 7, 7, 8, 1, 1, 1]"
760,-279.841040996754,-280.734252240697,-280.762321361589,-280.797464070514,-0.8932112439430284,-0.9212803648350132,-0.9564230737600496,-0.0632118298170212,2.6547,47.66,-0.1956,0.0301,0.2257,479.6864,83.09350000000002,"[7, 6, 6, 7, 7, 6, 1, 1, 1, 1, 1]"
761,-295.824509480762,-296.750262555598,-296.769434308382,-296.806983381863,-0.9257530748359954,-0.9449248276200136,-0.9824739011010024,-0.0567208262650069,4.0185,44.3,-0.2126,0.0044,0.217,452.8301,84.08160000000002,"[7, 6, 6, 7, 7, 7, 1, 1, 1, 1]"
762,-299.633998297889,-300.541609329669,-300.567886668127,-300.60379774453,-0.907611031779993,-0.9338883702380372,-0.9697994466410478,-0.0621884148610547,3.9291,44.15,-0.2186,-0.0048,0.2138,467.0228,84.07760000000002,"[7, 6, 6, 8, 7, 6, 1, 1, 1, 1]"
763,-315.617492989391,-316.561824540802,-316.577770426252,-316.616791453146,-0.9443315514109828,-0.96027743686102,-0.9992984637549966,-0.0549669123440139,4.0976,40.94,-0.2311,-0.0346,0.1965,441.012,85.06570000000002,"[7, 6, 6, 8, 7, 7, 1, 1, 1]"
764,-295.871323136944,-296.77910577625,-296.804370113125,-296.839710234826,-0.9077826393059922,-0.9330469761810036,-0.9683870978819868,-0.0606044585759946,3.6291,43.39,-0.2268,0.0283,0.255,445.3236,84.08160000000004,"[7, 6, 7, 6, 7, 7, 1, 1, 1, 1]"
765,-315.675622473287,-316.59481142101,-316.61844419852,-316.654226613554,-0.9191889477230006,-0.9428217252330456,-0.9786041402670094,-0.0594151925440087,3.0643,40.19,-0.2475,0.0015,0.249,427.0676,85.06570000000002,"[7, 6, 7, 6, 7, 8, 1, 1, 1]"
766,-279.85330287568,-280.74138054813,-280.771232591252,-280.805953334887,-0.888077672449981,-0.9179297155719724,-0.9526504592070068,-0.0645727867570258,1.7832,47.71,-0.2006,0.0347,0.2353,471.2006,83.09350000000002,"[7, 6, 7, 7, 6, 6, 1, 1, 1, 1, 1]"
767,-295.870470987786,-296.780192871906,-296.804717689431,-296.840361413272,-0.9097218841200174,-0.9342467016450088,-0.9698904254859712,-0.0601685413659538,1.9435,43.5,-0.2143,0.0189,0.2332,443.4355,84.08160000000002,"[7, 6, 7, 7, 6, 7, 1, 1, 1, 1]"
768,-295.835132008989,-296.758204638016,-296.777908606843,-296.814876062945,-0.9230726290270468,-0.9427765978540492,-0.9797440539560398,-0.056671424928993,1.525,43.82,-0.2181,0.006,0.2241,451.4203,84.08160000000002,"[7, 6, 7, 7, 7, 6, 1, 1, 1, 1]"
769,-311.822278576065,-312.774779108047,-312.787216424455,-312.82637843459,-0.9525005319820252,-0.9649378483899796,-1.0040998585250236,-0.0515993265429983,2.3205,40.14,-0.2385,-0.0191,0.2194,425.7517,85.06970000000003,"[7, 6, 7, 7, 7, 7, 1, 1, 1]"
770,-299.649440254114,-300.549766773878,-300.578405549281,-300.613695115658,-0.9003265197640076,-0.9289652951670178,-0.9642548615440204,-0.0639283417800129,3.1792,44.1,-0.2328,0.0029,0.2357,457.8147,84.07760000000002,"[7, 6, 7, 8, 6, 6, 1, 1, 1, 1]"
771,-315.669256000741,-316.590951000203,-316.614252385385,-316.650455821717,-0.9216949994620336,-0.944996384644014,-0.9811998209760304,-0.0595048215139968,1.8006,39.9,-0.2447,-0.0138,0.2309,430.7491,85.06570000000002,"[7, 6, 7, 8, 6, 7, 1, 1, 1]"
772,-315.605799305529,-316.54681099505,-316.565426925936,-316.603983708159,-0.9410116895210194,-0.9596276204069908,-0.9981844026299882,-0.0571727131089687,4.3899,40.64,-0.2516,-0.0343,0.2173,441.3213,85.06570000000002,"[7, 6, 7, 8, 7, 6, 1, 1, 1]"
773,-331.594005857282,-332.567329753666,-332.577788008605,-332.619025987361,-0.973323896383988,-0.9837821513229984,-1.0250201300789854,-0.0516962336949973,3.6429,37.11,-0.2663,-0.0625,0.2038,416.0147,86.05380000000002,"[7, 6, 7, 8, 7, 7, 1, 1]"
774,-315.71270094913,-316.632326094283,-316.653084548045,-316.687604957346,-0.9196251451529632,-0.9403835989149912,-0.974904008216015,-0.0552788630630516,2.7251,39.58,-0.2283,0.0138,0.2421,424.7483,85.06570000000002,"[8, 6, 7, 6, 7, 7, 1, 1, 1]"
775,-335.510110234248,-336.445413436799,-336.463253646968,-336.498397937736,-0.9353032025510402,-0.95314341272001,-0.9882877034880266,-0.0529845009369864,5.0233,36.38,-0.2655,-0.0128,0.2527,409.3135,86.0498,"[8, 6, 7, 6, 7, 8, 1, 1]"
776,-331.664830471197,-332.622034347417,-332.634323038362,-332.67184494771,-0.957203876220035,-0.969492567165048,-1.007014476513007,-0.0498106002929716,0.3207,36.4,-0.261,-0.0285,0.2325,407.6505,86.05380000000001,"[8, 6, 7, 7, 7, 7, 1, 1]"
777,-351.463624518508,-352.43807346395,-352.447345798185,-352.485665560171,-0.9744489454419636,-0.9837212796769564,-1.0220410416629877,-0.0475920962210238,2.925,33.27,-0.2987,-0.059,0.2397,392.3951,87.0379,"[8, 6, 7, 7, 7, 8, 1]"
778,-355.327383724127,-356.277549993725,-356.291250546898,-356.326306928994,-0.9501662695980144,-0.963866822771024,-0.9989232048669692,-0.0487569352689547,3.3641,32.83,-0.2998,-0.0327,0.2672,391.4571,87.0339,"[8, 6, 8, 6, 7, 8, 1]"
779,-371.2593545228,-372.251565668927,-372.257516852044,-372.296313745694,-0.9922111461270332,-0.9981623292439964,-1.0369592228940403,-0.0447480767670072,1.0079,30.02,-0.3348,-0.088,0.2469,377.0208,88.02199999999999,"[8, 6, 8, 7, 7, 8]"
780,-299.679556533918,-300.580406734946,-300.6052647377,-300.639246858537,-0.9008502010279926,-0.925708203781994,-0.9596903246189754,-0.0588401235909827,2.8587,43.41,-0.2185,0.0394,0.258,453.3207,84.07760000000003,"[8, 6, 6, 6, 7, 7, 1, 1, 1, 1]"
781,-299.668124965425,-300.575062186812,-300.597782115452,-300.632373122292,-0.9069372213869542,-0.9296571500269692,-0.9642481568669724,-0.057310935480018,0.8594,43.61,-0.2132,0.0237,0.2369,460.0724,84.07760000000002,"[8, 6, 6, 7, 7, 6, 1, 1, 1, 1]"
782,-315.654438410754,-316.594086577358,-316.607841159832,-316.644768297166,-0.9396481666040016,-0.953402749078009,-0.9903298864120416,-0.0506817198080398,2.8417,40.29,-0.2326,-0.0042,0.2284,432.8267,85.06570000000002,"[8, 6, 6, 7, 7, 7, 1, 1, 1]"
783,-315.702707770832,-316.624737805833,-316.644412758198,-316.679169563001,-0.9220300350010008,-0.9417049873659948,-0.9764617921690046,-0.0544317571680039,2.1239,39.16,-0.2453,0.025,0.2703,425.543,85.06570000000002,"[8, 6, 7, 6, 7, 7, 1, 1, 1]"
784,-299.684526313031,-300.586073495979,-300.610511185458,-300.64472434699,-0.9015471829480362,-0.9259848724270228,-0.9601980339590456,-0.0586508510110093,2.1199,43.57,-0.2207,0.0271,0.2478,451.1913,84.07760000000002,"[8, 6, 7, 7, 6, 6, 1, 1, 1, 1]"
785,-315.698317967553,-316.62292316308,-316.641816513724,-316.677027214117,-0.924605195526965,-0.9434985461709856,-0.9787092465639944,-0.0541040510370294,2.8755,39.4,-0.2392,0.0082,0.2475,424.4139,85.06570000000002,"[8, 6, 7, 7, 6, 7, 1, 1, 1]"
786,-315.66445728837,-316.60095569295,-316.615455171652,-316.651846202743,-0.9364984045799928,-0.9509978832820138,-0.987388914373014,-0.050890509793021,1.2703,39.79,-0.2405,-0.0028,0.2377,431.818,85.0657,"[8, 6, 7, 7, 7, 6, 1, 1, 1]"
787,-331.648493779833,-332.61589423136,-332.622792699622,-332.661518129904,-0.9674004515269984,-0.9742989197889642,-1.013024350070964,-0.0456238985439654,0.8171,36.17,-0.269,-0.0312,0.2378,406.9969,86.05380000000001,"[8, 6, 7, 7, 7, 7, 1, 1]"
788,-319.478922996403,-320.393427540056,-320.416378781969,-320.451228138646,-0.9145045436529812,-0.9374557855659872,-0.9723051422429876,-0.0578005985900063,1.6519,40.1,-0.2581,-0.0063,0.2518,438.1162,85.06170000000002,"[8, 6, 7, 8, 6, 6, 1, 1, 1]"
789,-335.493747369833,-336.431200787755,-336.448772907557,-336.484763528461,-0.9374534179220292,-0.9550255377239978,-0.9910161586279856,-0.0535627407059564,2.7179,35.95,-0.2744,-0.0275,0.2469,412.1914,86.04980000000002,"[8, 6, 7, 8, 6, 7, 1, 1]"
790,-351.415668731404,-352.405597895463,-352.409967318269,-352.451021687926,-0.9899291640589922,-0.9942985868649998,-1.03535295652199,-0.0454237924629978,2.5588,33.31,-0.3005,-0.0778,0.2227,397.7928,87.03790000000001,"[8, 6, 7, 8, 7, 7, 1]"
791,-322.627832127835,-323.639861575675,-323.691861208988,-323.730189570466,-1.012029447840007,-1.064029081152967,-1.1023574426309892,-0.0903279947909823,0.9081,69.69,-0.2248,-0.0214,0.2034,1093.1501,97.11630000000004,"[6, 6, 6, 6, 6, 7, 8, 1, 1, 1, 1, 1, 1, 1]"
792,-322.621422491038,-323.63100878282,-323.68530285463,-323.72279393758,-1.009586291782,-1.0638803635919771,-1.1013714465419753,-0.0917851547599752,0.4796,62.57,-0.2492,0.0065,0.2556,906.4382,97.11630000000004,"[6, 6, 6, 6, 6, 7, 8, 1, 1, 1, 1, 1, 1, 1]"
793,-338.683565597462,-339.719791205061,-339.76662369929,-339.804833707592,-1.0362256075989649,-1.0830581018279872,-1.1212681101300177,-0.0850425025310528,3.5818,57.7,-0.2661,-0.0126,0.2536,880.8138,98.10440000000004,"[6, 6, 6, 6, 7, 7, 8, 1, 1, 1, 1, 1, 1]"
794,-359.676346833592,-360.746827888978,-360.80027416938,-360.836720764119,-1.070481055385983,-1.1239273357879824,-1.160373930526987,-0.0898928751410039,2.0372,58.32,-0.2459,-0.0382,0.2077,906.7981,101.10430000000004,"[6, 6, 6, 6, 8, 7, 8, 1, 1, 1, 1, 1, 1, 1]"
795,-360.841274225609,-361.935370739482,-361.998702118003,-362.032921307623,-1.0940965138729553,-1.1574278923939687,-1.191647082013958,-0.0975505681410027,0.8991,60.51,-0.2419,0.0103,0.2523,1051.1719,103.12010000000004,"[6, 6, 6, 6, 8, 7, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
796,-325.022107494764,-326.079707571924,-326.155283108312,-326.189917593476,-1.057600077160032,-1.133175613548019,-1.1678100987120388,-0.1102100215520067,0.7013,67.93,-0.2382,0.0178,0.256,1110.8362,101.14790000000006,"[6, 6, 6, 6, 6, 7, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
797,-360.829013440782,-361.919974232272,-361.984879941369,-362.01933689378,-1.0909607914900334,-1.155866500587024,-1.1903234529980296,-0.0993626615079961,0.7169,60.44,-0.2497,0.0055,0.2552,903.075,103.12010000000004,"[6, 8, 6, 6, 6, 7, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
798,-414.660184234831,-415.908384086037,-415.967409458322,-416.011183413758,-1.2481998512060386,-1.3072252234910025,-1.3509991789269975,-0.1027993277209589,0.0,71.35,-0.2278,-0.0326,0.1952,1148.5611,116.11920000000003,"[6, 6, 7, 8, 6, 6, 7, 8, 1, 1, 1, 1, 1, 1, 1, 1]"
799,-375.708986159721,-376.80513457447,-376.848270677604,-376.885507303432,-1.0961484147489955,-1.1392845178829702,-1.1765211437109997,-0.0803727289620042,3.3526,54.53,-0.2537,-0.0387,0.215,792.723,102.09240000000004,"[6, 6, 7, 8, 6, 7, 8, 1, 1, 1, 1, 1, 1]"
800,-325.021268515991,-326.081349400092,-326.156179187794,-326.191065180354,-1.060080884101012,-1.134910671803027,-1.1697966643629911,-0.109715780261979,0.5991,67.04,-0.2393,0.0188,0.2581,904.2528,101.14790000000006,"[6, 6, 6, 6, 6, 7, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
801,-360.844047047975,-361.938950571871,-362.002064397771,-362.036357482502,-1.0949035238959937,-1.1580173497960118,-1.1923104345270303,-0.0974069106310366,1.4965,60.35,-0.2437,0.0114,0.255,867.5699,103.12010000000004,"[6, 6, 8, 6, 6, 7, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
802,-323.822067387765,-324.857992776427,-324.923736365707,-324.959417935766,-1.035925388662008,-1.1016689779419837,-1.137350548000995,-0.1014251593389872,1.0383,65.04,-0.2394,0.0102,0.2496,910.3952,99.13210000000004,"[6, 6, 6, 6, 6, 7, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
803,-339.796907541626,-340.854434455428,-340.915047363412,-340.951266875785,-1.0575269138020076,-1.1181398217859737,-1.1543593341589826,-0.096832420356975,0.896,62.27,-0.2202,0.0053,0.2255,874.4591,100.12020000000004,"[6, 7, 6, 6, 6, 7, 8, 1, 1, 1, 1, 1, 1, 1, 1]"
804,-359.64364636098,-360.715839624363,-360.769348037462,-360.804554610254,-1.072193263383042,-1.1257016764820378,-1.16090824927403,-0.0887149858909879,1.6073,57.9,-0.2421,0.0067,0.2488,858.7692,101.10430000000002,"[8, 7, 6, 6, 6, 8, 6, 1, 1, 1, 1, 1, 1, 1]"
805,-320.20719671576,-321.177818905238,-321.20700331821,-321.249220160981,-0.9706221894779788,-0.9998066024500076,-1.042023445220991,-0.0714012557430123,0.468,62.61,-0.2418,-0.0602,0.1816,762.5217,93.0847,"[8, 7, 6, 6, 6, 6, 6, 1, 1, 1]"
806,-322.616623506137,-323.630410687138,-323.682985911676,-323.721371377849,-1.013787181001021,-1.066362405538996,-1.104747871711993,-0.0909606907109719,0.6625,64.81,-0.2383,-0.031,0.2072,830.6001,97.11630000000004,"[6, 6, 6, 7, 8, 6, 6, 1, 1, 1, 1, 1, 1, 1]"
807,-358.430808494342,-359.480252530179,-359.521135289825,-359.558959236888,-1.0494440358369843,-1.0903267954830085,-1.1281507425459836,-0.0787067067089992,1.7906,57.99,-0.237,-0.0314,0.2056,796.2944,99.08850000000002,"[8, 6, 6, 7, 8, 6, 6, 1, 1, 1, 1, 1]"
808,-325.020732642407,-326.078945450616,-326.154385136138,-326.189161962954,-1.0582128082090207,-1.133652493731006,-1.168429320547034,-0.1102165123380132,0.6108,67.1,-0.2392,0.0153,0.2545,933.3907,101.14790000000006,"[6, 6, 6, 6, 6, 7, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
809,-360.841813151953,-361.935735682281,-361.99894989327,-362.033136262978,-1.0939225303280296,-1.1571367413170035,-1.1913231110250422,-0.0974005806970126,2.0392,59.69,-0.2503,0.0051,0.2553,881.0455,103.12010000000004,"[6, 6, 6, 6, 8, 7, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
810,-323.822541429369,-324.858349679118,-324.923975054732,-324.959641173505,-1.0358082497490386,-1.101433625363029,-1.137099744136037,-0.1012914943869986,0.8203,64.68,-0.24,0.0099,0.2499,827.5468,99.13210000000004,"[6, 6, 6, 6, 6, 7, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
811,-339.807487332488,-340.865348291654,-340.925551998868,-340.961605305462,-1.057860959166021,-1.1180646663800076,-1.1541179729740063,-0.0962570138079854,1.1445,61.33,-0.2291,0.004,0.2331,807.1883,100.12020000000004,"[6, 6, 7, 6, 6, 7, 8, 1, 1, 1, 1, 1, 1, 1, 1]"
812,-359.63640601197,-360.705028692273,-360.760669694509,-360.796170387943,-1.068622680303008,-1.124263682538981,-1.1597643759729976,-0.0911416956699895,1.103,57.57,-0.2477,-0.0022,0.2454,788.5191,101.10430000000004,"[6, 6, 8, 6, 6, 7, 8, 1, 1, 1, 1, 1, 1, 1]"
813,-359.642252339818,-360.714498934508,-360.767984074112,-360.803238688384,-1.0722465946900002,-1.1257317342939928,-1.1609863485659844,-0.0887397538759842,0.9638,57.41,-0.2503,-0.002,0.2483,780.2381,101.10430000000002,"[8, 7, 6, 6, 6, 6, 8, 1, 1, 1, 1, 1, 1, 1]"
814,-322.669506655459,-323.678456924655,-323.7352931332,-323.772427258704,-1.0089502691960206,-1.0657864777410282,-1.1029206032450247,-0.0939703340490041,0.6622,61.44,-0.2347,0.011,0.2457,750.3356,97.11630000000002,"[8, 7, 6, 6, 6, 6, 6, 1, 1, 1, 1, 1, 1, 1]"
815,-322.672705966511,-323.68251125445,-323.737850612472,-323.775597995188,-1.0098052879390025,-1.065144645961027,-1.1028920286769903,-0.0930867407379878,1.3282,64.84,-0.2178,-0.0249,0.1929,764.0667,97.11630000000002,"[8, 7, 6, 6, 6, 6, 6, 1, 1, 1, 1, 1, 1, 1]"
816,-338.66186435345,-339.696629090489,-339.74386746633,-339.782502137042,-1.0347647370389836,-1.0820031128799883,-1.120637783591974,-0.0858730465529902,2.4693,61.8,-0.1873,-0.0122,0.1751,733.962,98.10440000000004,"[8, 7, 6, 6, 7, 6, 6, 1, 1, 1, 1, 1, 1]"
817,-323.855420255589,-324.892201076413,-324.957156864063,-324.992626136206,-1.036780820823992,-1.1017366084739706,-1.137205880616989,-0.1004250597929967,0.9192,63.6,-0.2369,0.0136,0.2505,805.7743,99.13210000000004,"[8, 7, 6, 6, 6, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
818,-359.665817145181,-360.733968552753,-360.788980323828,-360.824113920611,-1.0681514075720315,-1.1231631786470189,-1.158296775430017,-0.0901453678579855,1.01,56.58,-0.2485,0.0026,0.2511,756.6641,101.10430000000002,"[8, 7, 6, 6, 6, 8, 6, 1, 1, 1, 1, 1, 1, 1]"
819,-323.819362490717,-324.856968635958,-324.920274469259,-324.956115608709,-1.037606145241,-1.1009119785420012,-1.1367531179919863,-0.0991469727509866,0.6127,64.26,-0.2304,0.0138,0.2442,847.5087,99.13210000000004,"[6, 6, 7, 8, 6, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
820,-339.80609691598,-340.869739075251,-340.926674427463,-340.963493399507,-1.063642159271012,-1.1205775114830203,-1.157396483527009,-0.0937543242559968,1.6908,60.85,-0.2316,0.0017,0.2333,816.0754,100.12020000000004,"[6, 6, 7, 8, 6, 6, 7, 1, 1, 1, 1, 1, 1, 1, 1]"
821,-359.633188749766,-360.70963907361,-360.761536176899,-360.797883526641,-1.0764503238439715,-1.1283474271330078,-1.164694776874967,-0.0882444530309953,1.5017,57.93,-0.2458,-0.0027,0.2432,829.7464,101.10430000000004,"[6, 6, 7, 8, 6, 6, 8, 1, 1, 1, 1, 1, 1, 1]"
822,-322.615010141289,-323.632854556986,-323.685169642792,-323.722352172777,-1.0178444156969704,-1.0701595015029852,-1.107342031487974,-0.0894976157910036,1.2435,61.76,-0.23,0.0164,0.2464,740.1344,97.11630000000002,"[8, 7, 6, 6, 6, 6, 6, 1, 1, 1, 1, 1, 1, 1]"
823,-338.593286097986,-339.637343512551,-339.683909708101,-339.722114749989,-1.0440574145650316,-1.090623610115017,-1.1288286520029942,-0.0847712374379625,2.0903,58.33,-0.2319,0.0083,0.2402,722.119,98.10440000000004,"[8, 7, 6, 6, 6, 7, 6, 1, 1, 1, 1, 1, 1]"
824,-358.421097297925,-359.478071330369,-359.51940418626,-359.557298733928,-1.0569740324440318,-1.098306888335003,-1.1362014360030344,-0.0792274035590026,1.8161,54.24,-0.2513,-0.0028,0.2485,703.5367,99.0885,"[8, 7, 6, 6, 6, 8, 6, 1, 1, 1, 1, 1]"
825,-338.592245024906,-339.637852820813,-339.684176426185,-339.723091194089,-1.0456077959070171,-1.0919314012789982,-1.1308461691830305,-0.0852383732760131,0.9303,58.41,-0.2324,0.002,0.2344,719.4536,98.10440000000004,"[8, 7, 6, 6, 7, 6, 6, 1, 1, 1, 1, 1, 1]"
826,-412.45319707712,-413.380228995659,-413.40031014355,-413.425005843938,-0.9270319185390008,-0.9471130664299494,-0.9718087668179578,-0.044776848278957,2.0892,30.55,-0.3166,0.0022,0.3188,466.6507,94.0349,"[9, 6, 9, 9, 6, 6, 1]"
827,-428.501393128196,-429.45840917846,-429.470698136075,-429.496435926311,-0.9570160502639736,-0.9693050078789724,-0.99504279811498,-0.0380267478510063,1.5146,26.67,-0.3831,-0.0244,0.3587,446.1697,95.023,"[9, 6, 9, 9, 6, 7]"
828,-449.508580337746,-450.493930427409,-450.513949291183,-450.537171179294,-0.9853500896629726,-1.005368953436971,-1.0285908415479526,-0.04324075188498,1.5527,26.44,-0.2957,-0.0714,0.2243,454.0732,98.0229,"[9, 6, 9, 9, 6, 8, 1]"
829,-430.863976704428,-431.85595896232,-431.891556003536,-431.912942670871,-0.9919822578920048,-1.0275792991079695,-1.0489659664430064,-0.0569837085510016,2.7647,32.38,-0.2571,0.0697,0.3268,506.0529,99.05460000000004,"[7, 6, 6, 9, 9, 9, 1, 1, 1, 1]"
830,-450.688714238251,-451.693331816619,-451.723352859715,-451.74405168042,-1.00461757836797,-1.034638621464012,-1.055337442168991,-0.0507198638010208,3.0238,29.26,-0.2955,0.0532,0.3488,487.4189,100.03870000000003,"[8, 6, 6, 9, 9, 9, 1, 1, 1]"
831,-414.87753970012,-415.846767105689,-415.888607903697,-415.909921982203,-0.9692274055690292,-1.011068203576997,-1.032382282083006,-0.0631548765139768,2.0586,35.84,-0.3543,0.0922,0.4465,529.7582,98.06650000000003,"[6, 6, 6, 9, 9, 9, 1, 1, 1, 1, 1]"
